employee_id,age,salary,tenure_years,performance_score,projects_completed,satisfaction_rating,department,region,employment_status,education_level,job_level,gender,hire_date,phone_extension
EMP01327,49.6,32608.13,4.28,70.33,7.0,4.0,Legal,Central,Inactive,Master,Lead,Female,2022-07-27,1272
EMP01519,39.0,58102.38,10.3,56.36,6.0,4.0,Operations,Central,Active,Master,Mid,Female,2012-01-09,5075
EMP01654,26.9,60059.98,,88.6,10.0,5.0,Engineering,West,Active,Master,Lead,Male,2015-03-15,2353
EMP01055,48.3,96216.31,5.23,85.48,4.0,3.0,,North,Active,,Senior,Male,2020-08-24,8797
EMP01776,22.3,95482.71,4.93,20.42,8.0,4.0,Sales,Central,Inactive,Bachelor,Junior,Male,2019-07-01,4167
EMP01098,40.6,54238.44,8.92,88.76,7.0,4.0,Finance,East,On Leave,PhD,Mid,Male,2016-11-12,2016
EMP01879,37.8,72155.88,3.3,82.67,9.0,4.0,Finance,North,,Bachelor,Senior,Female,2017-03-09,2259
EMP01895,51.8,24522.63,,69.41,,4.0,Engineering,South,Active,Master,Mid,Female,2005-04-26,3030
EMP01419,49.8,71478.35,1.08,92.6,7.0,3.0,MARKETING,North,Inactive,Bachelor,Senior,Female,2023-02-13,6613
EMP01315,51.1,78977.32,0.81,58.02,7.0,3.0,Operations,North,Pending,Master,Junior,Prefer not to say,2019-05-04,2787
EMP01128,32.3,105904.76,1.59,81.03,7.0,3.0,Legal,West,Active,Associate,Lead,Male,2007-12-18,5397
EMP01730,30.2,39856.04,0.16,72.33,5.0,,Marketing,Central,On Leave,High School,Manager,Male,2012-10-23,2124
EMP01453,28.1,66610.27,9.97,61.46,6.0,1.0,Engineering,South,Active,PhD,Mid,Female,2015-02-22,7830
EMP01398,51.5,22803.58,,84.22,3.0,4.0,,South,Active,Master,Senior,Male,2011-01-01,5121
EMP01447,41.7,,1.6,65.18,9.0,4.0,Engineering,Central,Pending,Bachelor,Mid,Male,2012-09-24,8744
EMP01238,39.9,56161.21,1.32,94.18,6.0,4.0,HR,Central,Active,High School,Mid,Female,2023-11-21,2905
EMP01890,49.1,46466.92,2.71,,7.0,3.0,Finance,North,Active,Bachelor,Senior,Female,2022-06-27,6139
EMP01404,38.5,64820.97,0.88,90.88,8.0,1.0,Engineering,West,Inactive,Bachelor,Senior,Male,2012-07-06,6797
EMP01410,43.1,49280.18,1.22,94.64,5.0,3.0,Engineering,North,Active,Master,Junior,Male,2011-07-04,8932
EMP01081,,49114.75,2.0,24.17,4.0,,Marketing,East,Inactive,Bachelor,Mid,Female,2006-06-04,2350
EMP01159,26.1,97172.22,2.57,72.5,10.0,4.0,,West,Active,High School,Mid,Male,2023-02-04,5470
EMP01456,30.1,63486.13,,72.27,8.0,5.0,Finance,East,Inactive,Master,Senior,Male,2013-07-24,3705
EMP01455,32.7,176459.11,5.65,75.03,4.0,5.0,Operations,East,Inactive,Master,Senior,Female,2022-04-11,8249
EMP01664,32.6,78308.46,3.92,92.74,7.0,2.0,HR,South,Active,Bachelor,Mid,Male,2011-12-17,
EMP01702,48.5,132928.89,3.1,74.0,4.0,4.0,Sales,South,Active,Associate,Junior,Male,2014-07-05,3855
EMP01683,32.8,,4.18,78.44,6.0,4.0,Legal,North,Active,Associate,Mid,Male,2019-10-09,7553
EMP01906,38.5,,0.4,49.56,7.0,5.0,Marketing,,Inactive,Bachelor,Director,Female,2017-07-11,4970
EMP01755,28.5,149426.29,0.53,73.81,4.0,5.0,Engineering,North,Active,Associate,Mid,Female,2020-01-20,3895
EMP01876,,66609.22,21.07,46.48,9.0,4.0,Sales,East,Active,Master,Junior,Female,2010-07-02,7216
EMP01358,35.1,120905.87,3.21,,8.0,4.0,Engineering,North,Active,Bachelor,Junior,Non-binary,2014-05-25,5880
EMP01243,43.0,155873.33,4.19,80.68,6.0,3.0,Finance,South,On Leave,Master,Senior,Female,2019-02-03,4366
EMP01716,49.0,103202.2,5.17,53.06,9.0,4.0,Engineering,,Active,Bachelor,Mid,Female,2015-07-12,8245
EMP01436,38.7,121989.81,1.26,74.74,6.0,5.0,Engineering,North,Active,Master,Senior,Male,2009-11-11,7445
EMP01759,29.4,,17.86,52.67,3.0,3.0,Engineering,West,Active,Bachelor,Mid,Male,2005-12-20,8424
EMP01714,42.0,88221.72,2.79,92.06,8.0,5.0,Marketing,North,Active,High School,Mid,Male,2008-12-19,5131
EMP01345,33.3,78265.27,,87.23,8.0,3.0,Operations,North,Active,Bachelor,Director,Female,2020-10-22,5969
EMP01317,44.8,30980.18,18.59,,4.0,4.0,Engineering,South,Terminated,Master,Mid,Male,2006-05-13,5722
EMP01557,33.1,103966.17,0.19,89.86,4.0,1.0,Engineering,West,Pending,Bachelor,Mid,Non-binary,2008-11-24,7183
EMP01681,45.2,61353.16,11.24,86.18,2.0,4.0,Operations,North,Active,Master,Junior,Female,2017-06-12,5450
EMP01508,29.4,53917.81,4.06,81.0,,5.0,Engineering,North,Active,Master,Director,Female,2023-05-24,3174
EMP01386,39.5,34077.41,1.43,81.05,8.0,2.0,Finance,West,Active,Bachelor,Junior,Male,2016-07-06,5602
EMP01123,52.0,137697.53,0.6,83.88,5.0,4.0,Finance,North,On Leave,Master,Lead,Male,2020-09-25,4021
EMP01850,32.7,62892.55,3.13,59.57,11.0,3.0,Operations,South,Pending,Master,Mid,Male,2005-10-18,1242
EMP01904,50.8,29927.32,0.49,67.85,6.0,3.0,Engineering,East,Active,Bachelor,,Female,2006-12-15,2383
EMP01586,40.5,,1.09,63.22,5.0,3.0,Marketing,East,Terminated,Master,Lead,Female,2016-11-02,3668
EMP01869,44.6,55393.38,1.52,95.73,3.0,,Legal,South,Active,Master,Junior,Male,2021-08-10,6271
EMP01821,32.8,39953.95,1.37,71.25,7.0,5.0,Legal,West,On Leave,Bachelor,Senior,Female,2010-01-27,4211
EMP01627,,31222.47,0.14,90.51,8.0,5.0,Sales,South,Pending,Master,Mid,Female,2013-12-08,5147
EMP01596,32.9,95740.73,,79.74,6.0,4.0,Finance,North,Active,Bachelor,Junior,Non-binary,2014-05-01,4058
EMP01272,23.6,105067.88,5.33,87.07,7.0,5.0,Engineering,North,Active,Bachelor,Mid,Male,2017-01-20,2725
EMP01832,28.8,,0.5,45.22,7.0,4.0,Product,North,Active,PhD,Lead,Non-binary,2019-02-08,6665
EMP01376,30.3,95548.5,0.37,93.79,7.0,3.0,Engineering,South,Active,Master,Junior,Female,2011-12-03,6964
EMP01819,38.8,108030.77,10.1,52.03,4.0,2.0,Product,East,Active,Bachelor,Senior,Non-binary,2021-09-14,6851
EMP01877,32.8,86511.76,9.65,72.18,5.0,5.0,Sales,North,Active,Master,Mid,Female,2021-10-22,5523
EMP01397,21.0,143035.82,12.33,73.38,5.0,3.0,engineering,East,Active,Bachelor,Junior,Male,2019-05-13,5158
EMP01420,38.7,49886.42,6.85,96.28,4.0,3.0,Sales,South,Active,Master,Junior,Male,2022-10-05,1211
EMP01715,37.6,143919.53,7.67,81.67,3.0,3.0,Finance,Central,Active,Bachelor,Mid,Male,2010-08-15,1622
EMP01148,24.8,97716.1,1.39,72.11,3.0,5.0,Engineering,West,Active,Bachelor,Mid,Male,2015-09-06,9838
EMP01542,,100736.83,1.54,67.6,6.0,4.0,HR,West,Inactive,Bachelor,Junior,,2016-09-19,2133
EMP01792,40.1,93194.07,9.75,68.86,6.0,5.0,Engineering,South,Active,High School,Senior,Female,2017-02-26,5121
EMP01421,58.6,201655.17,1.03,45.0,8.0,4.0,Operations,West,,Master,Lead,Male,2019-02-25,2274
EMP01052,34.1,79104.68,19.37,93.12,5.0,2.0,Sales,West,Active,Bachelor,Senior,Male,2023-03-02,2308
EMP01849,31.6,78022.32,0.02,76.98,2.0,4.0,Marketing,West,Pending,Master,Manager,Female,2019-09-03,8853
EMP01352,52.8,31892.37,1.11,83.48,5.0,5.0,Sales,Central,Terminated,Bachelor,Mid,Male,2019-06-26,5855
EMP01023,38.7,100635.36,8.18,59.06,8.0,4.0,Product,South,Active,High School,Lead,Male,2022-02-23,4639
EMP01306,39.2,91698.91,6.31,76.95,8.0,3.0,,South,Active,Associate,Mid,Female,2013-08-14,6645
EMP01651,56.5,47890.71,0.46,76.07,4.0,4.0,Sales,North,Active,Bachelor,Manager,Prefer not to say,2015-07-25,3921
EMP01325,27.9,,13.24,94.85,5.0,5.0,Marketing,South,Active,Master,Junior,Female,2008-07-16,3809
EMP01210,65.0,107586.17,1.86,66.75,7.0,3.0,Engineering,East,Active,Bachelor,Director,Female,2021-03-22,4440
EMP01918,39.9,64346.3,5.47,93.75,6.0,4.0,,South,Active,Master,Manager,Male,2008-04-17,8811
EMP01143,21.9,64481.57,7.81,69.33,6.0,1.0,Finance,East,Inactive,Master,Senior,Male,2008-04-23,3823
EMP01051,41.2,51107.17,3.05,97.5,4.0,5.0,Engineering,North,Active,High School,Lead,Female,2013-04-26,6896
EMP01167,46.2,23049.7,10.34,65.84,5.0,3.0,Marketing,Central,Pending,Bachelor,Manager,Male,2016-09-15,5531
EMP01643,35.4,143776.35,0.37,82.88,11.0,1.0,Engineering,West,Active,Associate,Junior,Female,2012-10-07,2604
EMP01660,36.6,102831.33,2.7,64.28,8.0,5.0,Finance,,Inactive,Bachelor,Senior,Prefer not to say,2008-09-19,1742
EMP01082,41.6,86638.26,1.4,84.53,6.0,4.0,Finance,West,Active,PhD,Mid,Female,2006-10-14,9891
EMP01481,36.7,185778.9,6.17,72.78,5.0,5.0,Sales,East,Active,PhD,Lead,Female,2008-12-16,9825
EMP01838,28.0,69664.13,2.02,72.9,7.0,4.0,HR,North,Active,PhD,Mid,Female,2010-09-26,2781
EMP01956,49.2,43726.59,10.38,65.85,5.0,4.0,Operations,North,Inactive,Bachelor,Junior,Male,2015-12-07,3513
EMP01067,37.3,72898.56,0.42,94.01,8.0,3.0,Engineering,South,Active,Bachelor,Senior,Female,2009-08-15,4455
EMP01726,36.2,114118.63,0.59,33.35,,,Legal,East,Active,Bachelor,Junior,Male,2008-05-01,2688
EMP01680,50.7,39044.06,5.83,82.66,11.0,5.0,Engineering,South,Active,Bachelor,Mid,Male,2008-11-24,8841
EMP01290,31.8,57169.57,0.09,76.08,8.0,5.0,Product,East,,Bachelor,Lead,Female,2017-11-24,2699
EMP01991,40.1,133936.59,5.09,69.8,7.0,5.0,Sales,South,Inactive,PhD,Mid,Male,2011-02-22,5943
EMP01031,32.0,74528.06,0.51,85.07,4.0,4.0,Engineering,South,Inactive,Bachelor,Manager,Female,2011-08-12,2893
EMP01284,25.6,68154.74,4.86,45.03,4.0,2.0,,West,Inactive,Bachelor,Mid,Male,2022-08-02,8076
EMP01460,26.0,210043.05,0.13,67.7,2.0,3.0,Marketing,Central,Active,PhD,Junior,Male,2019-08-02,5215
EMP01532,21.4,77861.17,2.17,90.35,7.0,5.0,Engineering,North,Active,PhD,Lead,Male,,2531
EMP01065,46.1,82131.59,1.32,69.56,3.0,4.0,Marketing,South,Active,High School,Junior,Female,2019-10-18,2333
EMP01669,21.0,13871.92,2.0,65.43,9.0,4.0,Finance,Central,Active,Master,Director,Male,,3334
EMP01265,35.5,33273.29,1.36,91.07,7.0,5.0,Engineering,South,Active,Master,Junior,Female,2007-07-20,
EMP01413,22.7,57732.43,4.48,99.5,7.0,2.0,Engineering,West,Active,Associate,Junior,Male,2016-11-13,4215
EMP01511,40.7,34099.4,,59.41,7.0,4.0,Marketing,West,Active,Bachelor,Junior,Female,2017-04-07,7502
EMP01526,21.0,130918.81,0.23,94.66,8.0,3.0,Sales,East,Active,Bachelor,Manager,Male,2010-02-24,2328
EMP01021,52.7,40741.04,,57.29,2.0,5.0,Product,East,Inactive,High School,Senior,Female,2018-07-01,6283
EMP01806,34.9,33631.16,1.34,74.97,6.0,4.0,Legal,South,Inactive,Master,Senior,Male,2007-12-22,2899
EMP01794,25.2,73492.62,9.63,76.03,5.0,3.0,Legal,Central,Active,Bachelor,Mid,Female,2014-08-25,8815
EMP01725,39.7,70630.04,0.59,74.72,8.0,1.0,Operations,North,Active,Bachelor,Senior,Female,2005-11-06,5262
EMP01297,47.0,,1.1,87.02,3.0,2.0,Engineering,South,Pending,Master,Mid,Female,2005-06-22,8908
EMP01998,44.4,53905.54,0.86,68.58,6.0,5.0,Engineering,Central,Active,Master,Manager,Female,2009-09-14,9499
EMP01989,35.8,53363.95,0.96,66.91,6.0,4.0,Engineering,West,Active,Bachelor,Mid,Male,2010-05-08,7509
EMP01037,37.4,136472.5,23.64,77.63,6.0,4.0,,East,Active,Master,Manager,Male,2006-11-19,6829
EMP01409,39.2,61829.42,5.11,65.12,,3.0,Marketing,Central,Active,Bachelor,Junior,Female,2015-05-16,4938
EMP01674,34.3,123898.24,7.37,94.35,9.0,,Finance,North,Inactive,Master,Junior,Non-binary,2011-11-18,4307
EMP01786,48.8,1123792.0091119213,4.72,63.77,,5.0,Sales,North,Pending,Bachelor,Senior,Female,2023-03-27,4785
EMP01857,29.7,90651.84,4.93,77.79,,4.0,Sales,South,On Leave,Bachelor,Senior,Female,2006-10-20,2453
EMP01916,40.8,33250.47,2.09,58.69,8.0,5.0,Engineering,South,On Leave,Bachelor,Mid,Male,2018-12-20,2882
EMP01797,37.6,110456.22,5.78,55.45,8.0,,engineering,Central,Active,Master,Mid,Male,2018-09-09,1509
EMP01981,45.9,86872.09,4.47,79.65,5.0,1.0,Product,North,Active,Master,Senior,Female,2021-10-15,7438
EMP01189,29.5,51213.22,0.43,87.84,6.0,5.0,Engineering,Central,Active,Associate,Mid,Female,2022-03-02,9793
EMP01252,47.2,,,87.17,5.0,2.0,Marketing,East,Active,Master,Senior,Female,2009-01-15,6974
EMP01072,53.4,38766.14,0.03,52.93,8.0,4.0,Sales,Central,Active,Associate,Director,Female,2014-06-26,
EMP01473,22.8,78860.45,0.09,,11.0,4.0,Engineering,North,Active,Bachelor,Senior,Female,2011-08-05,3092
EMP01656,38.6,22902.97,2.19,96.81,3.0,2.0,Engineering,West,Active,Bachelor,Manager,Female,2016-04-17,7140
EMP01732,28.2,36297.3,11.08,41.51,2.0,5.0,Finance,East,Active,High School,Manager,Male,,3450
EMP01363,36.9,124546.99,0.03,82.3,3.0,3.0,Operations,Central,Active,Associate,Senior,Male,2008-11-20,4551
EMP01984,37.5,,4.5,57.14,6.0,4.0,Marketing,East,Pending,Bachelor,Mid,Male,2023-09-04,5151
EMP01545,21.0,1193890.3206577296,0.02,95.36,6.0,4.0,Engineering,East,Active,Bachelor,Mid,Male,2020-08-19,7219
EMP01644,23.0,84212.08,2.67,88.65,8.0,4.0,Engineering,North,Active,Master,Mid,Female,2015-08-20,2908
EMP01962,51.3,57641.94,,57.53,7.0,5.0,Engineering,South,Active,Bachelor,Mid,Male,2016-04-04,
EMP01509,38.5,44061.52,5.72,87.4,3.0,4.0,Sales,Central,On Leave,Bachelor,Senior,Male,2017-05-04,4527
EMP01331,37.9,57553.74,0.95,48.16,6.0,3.0,Finance,Central,On Leave,Master,Director,Female,2016-09-17,8135
EMP01939,40.4,102382.55,2.01,81.44,9.0,5.0,Product,North,Active,Bachelor,Mid,Female,2013-11-22,6000
EMP01801,47.4,97055.96,2.22,96.81,9.0,5.0,Engineering,East,Pending,Bachelor,Junior,Male,2012-01-24,1922
EMP01708,55.5,44850.11,,72.06,,3.0,Finance,Central,Active,Bachelor,Senior,Male,2018-06-21,7024
EMP01499,29.2,127283.08,10.92,74.54,,4.0,Engineering,West,Active,Bachelor,Senior,Non-binary,2011-01-10,1649
EMP01837,53.5,,6.83,87.88,,5.0,Operations,Central,Inactive,,Senior,Male,2013-07-08,9359
EMP01485,30.4,44626.57,18.14,44.48,4.0,3.0,Marketing,Central,Active,Bachelor,Senior,Female,2010-11-04,5756
EMP01701,32.8,56041.28,0.92,69.04,8.0,2.0,Marketing,North,Active,Master,Senior,Female,2009-03-19,2105
EMP01427,28.4,87616.18,5.55,66.98,6.0,4.0,Marketing,Central,Pending,Master,Senior,Female,2014-05-13,5502
EMP01368,,111691.8,,69.93,7.0,5.0,Finance,South,Pending,Master,Lead,Female,2017-11-09,4995
EMP01208,43.1,109636.86,2.28,84.23,9.0,2.0,,East,Active,PhD,Manager,Prefer not to say,2016-04-17,3734
EMP01910,59.6,61401.68,5.69,88.52,9.0,4.0,Finance,Central,Pending,High School,Senior,Female,2009-10-20,3811
EMP01219,33.1,,1.89,95.86,6.0,1.0,Engineering,East,Active,Master,Mid,Female,2012-05-06,7943
EMP01240,46.5,31754.01,0.11,84.36,11.0,4.0,Product,North,Active,Bachelor,Lead,Female,2013-07-18,8189
EMP01796,48.5,60710.0,1.81,55.54,5.0,5.0,Engineering,South,Active,Master,Lead,Male,,9388
EMP01356,28.0,57907.28,0.85,58.73,3.0,3.0,Engineering,East,Active,,Senior,Female,2022-02-24,8791
EMP01596,32.9,95740.73,,79.74,6.0,4.0,Finance,North,Active,Bachelor,Junior,Non-binary,2014-05-01,4058
EMP01193,40.1,107695.79,3.49,60.31,3.0,4.0,Finance,South,Active,Bachelor,Director,Male,2017-06-11,6319
EMP01281,39.1,60313.32,1.75,98.03,4.0,5.0,HR,Central,Inactive,Master,Mid,Female,2015-06-26,1802
EMP01192,46.6,,3.25,71.0,5.0,3.0,Finance,Central,Active,,Mid,Female,2016-01-23,3724
EMP01373,52.5,42128.86,2.68,56.36,10.0,3.0,Finance,East,Active,PhD,Junior,Male,2023-05-03,2757
EMP01396,33.3,148214.68,10.28,84.07,7.0,4.0,Finance,South,Active,Bachelor,Senior,Male,2023-09-07,4442
EMP01400,50.4,123947.01,0.86,52.65,2.0,1.0,Engineering,South,Active,Bachelor,Mid,Male,2023-10-17,7237
EMP01133,27.4,,1.62,66.33,,5.0,Finance,West,Active,Master,Junior,Male,2012-11-07,6289
EMP01867,40.9,135524.62,,82.58,8.0,4.0,Engineering,South,Active,Bachelor,Mid,Female,2022-06-07,2752
EMP01970,23.7,69347.77,0.73,84.96,6.0,4.0,HR,West,Inactive,Bachelor,Senior,Male,2016-09-27,3658
EMP01253,59.2,117503.47,13.29,71.18,5.0,5.0,Operations,Central,Active,High School,Senior,Male,2016-11-13,1563
EMP01695,43.9,88449.83,1.54,90.47,3.0,4.0,Operations,East,Inactive,Bachelor,Mid,Male,2016-12-14,9787
EMP01531,44.4,51346.56,0.6,65.86,8.0,5.0,,East,Active,Associate,Manager,Male,2017-01-26,1407
EMP01264,27.8,121398.99,2.62,70.53,4.0,3.0,Sales,East,Active,Bachelor,Junior,Male,2014-06-03,3633
EMP01071,41.6,100138.81,5.77,36.55,3.0,5.0,Operations,West,Active,Bachelor,Mid,Female,2013-12-21,3084
EMP01273,49.6,47463.54,1.64,86.96,,2.0,Marketing,East,On Leave,Master,Mid,Male,2013-01-08,3701
EMP01997,56.0,27099.47,0.51,43.39,5.0,4.0,Operations,South,Active,Bachelor,Senior,Female,2012-12-02,5797
EMP01328,45.9,682832.1237984058,1.14,75.1,2.0,5.0,Finance,North,Active,Bachelor,Director,Male,2011-10-10,7308
EMP01116,41.0,37693.58,3.56,88.15,4.0,5.0,Finance,Central,On Leave,Bachelor,Junior,Male,2007-09-10,9509
EMP01324,58.9,50246.62,0.99,82.76,9.0,2.0,Sales,North,Inactive,Bachelor,Junior,Female,2019-03-22,6437
EMP01992,21.0,63926.66,3.36,65.22,1.0,4.0,Marketing,,Active,Bachelor,Director,Male,2016-09-27,9916
EMP01687,35.6,46809.31,6.68,84.84,3.0,5.0,HR,East,Inactive,Bachelor,Mid,Male,2010-09-27,3389
EMP01520,45.5,70742.81,2.74,88.5,6.0,2.0,Engineering,,Terminated,Master,Mid,Female,2020-01-12,2174
EMP01779,37.3,120045.89,0.07,77.53,,4.0,Engineering,North,On Leave,Bachelor,Senior,Male,2021-11-26,6523
EMP01642,54.7,67842.76,6.51,65.45,8.0,5.0,Sales,South,Active,Bachelor,Senior,Female,2023-07-19,1107
EMP01799,38.3,112712.92,3.11,72.05,4.0,5.0,Legal,Central,Inactive,Master,Senior,Female,2010-12-19,2014
EMP01479,,108235.4,,86.88,6.0,2.0,Marketing,Central,On Leave,Bachelor,Manager,Female,2006-10-14,7436
EMP01492,,67617.96,4.1,87.42,4.0,5.0,Sales,West,Active,Master,Mid,Female,2006-10-01,1735
EMP01581,41.4,40014.61,0.17,60.1,2.0,5.0,Sales,Central,Active,Bachelor,Senior,Female,2014-03-09,8396
EMP01486,23.8,116613.02,2.17,78.4,9.0,3.0,HR,Central,Terminated,High School,Senior,Female,2005-04-20,9650
EMP01826,52.5,104566.78,7.0,42.24,2.0,5.0,Engineering,East,Inactive,Bachelor,Manager,Male,2014-02-15,8926
EMP01279,38.7,69224.85,1.79,79.37,1.0,5.0,HR,North,Pending,High School,Mid,Male,2017-12-10,9173
EMP01811,36.1,56889.29,0.01,52.31,5.0,4.0,Engineering,Central,Pending,Master,Lead,Female,2011-08-03,4574
EMP01670,48.9,35085.33,3.39,57.19,5.0,2.0,Marketing,North,Active,Master,Senior,Female,2009-11-23,7230
EMP01003,44.5,168677.09,3.24,44.86,7.0,3.0,Marketing,South,Active,,Mid,Female,2016-02-22,2108
EMP01230,44.8,67728.2,3.13,92.94,6.0,3.0,Marketing,South,Active,Bachelor,Mid,Non-binary,2012-06-14,4012
EMP01467,,41269.1,9.62,71.65,7.0,4.0,Engineering,West,Pending,,Senior,Male,2005-06-08,6053
EMP01957,41.4,23764.03,4.92,84.19,,4.0,Legal,East,Terminated,Bachelor,Lead,Male,2010-03-22,7608
EMP01805,33.7,31141.85,0.42,88.55,4.0,,Legal,West,Active,High School,Lead,Male,2018-01-08,7011
EMP01884,48.4,75105.85,8.96,88.37,5.0,3.0,Sales,South,Active,PhD,Junior,Male,2021-09-19,1096
EMP01863,53.5,42657.95,0.83,96.85,7.0,1.0,HR,South,Active,Bachelor,Mid,Female,2011-04-13,2186
EMP01200,26.6,83659.65,0.3,50.92,6.0,2.0,Product,South,Active,Bachelor,Junior,Female,2014-05-21,3533
EMP01372,43.0,162016.34,7.64,87.78,5.0,4.0,Marketing,,On Leave,Master,Manager,Male,2020-03-16,4692
EMP01886,56.5,93858.42,10.34,52.86,3.0,3.0,Engineering,West,Active,Bachelor,Junior,Female,2010-04-17,9906
EMP01672,21.0,122750.93,7.17,96.98,5.0,2.0,Engineering,South,Active,Bachelor,Lead,Male,2023-01-20,1602
EMP01066,51.6,40072.02,9.46,80.03,8.0,4.0,HR,West,Active,Master,Mid,,2018-02-25,2798
EMP01510,29.7,103838.61,4.34,75.17,4.0,4.0,Sales,South,Active,Master,Mid,Male,2019-07-15,6423
EMP01041,,,6.8,78.06,8.0,3.0,Operations,North,Active,Bachelor,Junior,,2012-10-21,6905
EMP01569,21.0,132555.61,,39.85,2.0,5.0,Engineering,Central,Inactive,Master,Senior,Male,2018-12-07,9024
EMP01789,37.3,42289.73,1.47,,4.0,4.0,Engineering,West,Inactive,Bachelor,Manager,Male,2023-09-08,9962
EMP01515,32.2,104434.38,2.8,89.4,6.0,4.0,Product,North,Active,Bachelor,Senior,Female,2019-02-23,8988
EMP01990,38.3,75732.65,4.2,80.93,7.0,5.0,Legal,Central,Inactive,Master,Lead,Female,2009-03-21,3960
EMP01777,30.7,45191.15,3.06,95.83,7.0,5.0,Finance,Central,Active,PhD,Senior,Female,2012-03-21,3548
EMP01976,21.0,74275.62,1.68,79.16,6.0,4.0,Engineering,South,Active,PhD,Lead,Female,2022-09-20,5928
EMP01612,37.4,120331.33,4.95,48.89,3.0,5.0,Sales,North,Active,,,Male,2007-05-09,5996
EMP01274,38.1,170705.35,6.41,84.53,7.0,3.0,Engineering,South,Active,Master,Mid,Female,2009-04-21,2540
EMP01718,39.5,40459.53,7.74,83.97,9.0,4.0,Operations,East,Active,Bachelor,Lead,Male,2013-09-13,6659
EMP01898,39.5,90563.69,7.33,87.67,7.0,4.0,Finance,North,Inactive,High School,Mid,Non-binary,2015-03-24,9547
EMP01663,37.7,134851.12,8.63,53.26,6.0,3.0,Operations,Central,Active,High School,Senior,Female,2016-11-02,8628
EMP01782,24.6,38573.27,0.29,43.81,6.0,4.0,HR,South,Inactive,Bachelor,Junior,Female,2013-12-02,9916
EMP01178,52.5,95799.44,2.58,97.93,8.0,5.0,Engineering,East,Active,Bachelor,Director,Female,2009-06-12,2075
EMP01301,29.7,171528.9,0.07,76.78,5.0,4.0,engineering,Central,Active,High School,Mid,Male,2013-03-06,3339
EMP01038,21.0,53700.72,0.03,73.05,6.0,3.0,Marketing,East,Active,High School,Mid,Male,2022-04-12,7699
EMP01354,36.4,,0.08,82.79,3.0,4.0,Operations,West,Active,Bachelor,Junior,Female,2022-10-04,6152
EMP01203,48.8,44435.95,8.79,56.18,6.0,4.0,Marketing,Central,Pending,Master,Junior,Female,2023-07-25,6700
EMP01084,21.0,63124.71,,84.22,12.0,4.0,Sales,East,Inactive,Bachelor,Manager,Male,2009-11-06,7214
EMP01150,41.0,41451.09,31.31,89.5,6.0,2.0,Finance,South,Active,Master,Senior,Male,2005-09-19,3326
EMP01218,35.6,34284.63,0.26,76.3,4.0,5.0,,East,Active,Bachelor,Mid,Female,2013-05-03,4761
EMP01697,41.3,75640.48,1.6,85.57,5.0,3.0,Marketing,Central,Active,Master,Mid,Female,2011-10-15,4462
EMP01713,32.6,84803.53,3.94,53.13,12.0,3.0,Legal,East,,Master,Director,Male,2012-10-07,2136
EMP01566,33.9,162541.14,8.79,91.03,6.0,4.0,Engineering,North,Active,Master,Mid,Male,2010-11-09,6116
EMP01822,185.51764639670782,64914.8,6.56,51.19,7.0,3.0,Engineering,Central,Pending,Bachelor,Lead,,2019-03-02,3806
EMP01500,24.2,98557.1,5.45,91.28,6.0,4.0,Product,East,Active,High School,Lead,Non-binary,2006-05-26,3597
EMP01303,45.5,1095132.584683294,16.8,63.51,9.0,4.0,Engineering,South,Active,High School,Director,Female,2005-10-09,5928
EMP01883,33.1,79244.13,0.23,,6.0,5.0,Sales,East,Active,Associate,Manager,Male,2010-08-05,5695
EMP01944,37.0,51736.76,1.71,77.25,4.0,3.0,Operations,South,Active,Master,Lead,Female,2013-12-09,8639
EMP01756,,53772.89,8.52,71.65,4.0,3.0,Operations,West,Active,Master,Manager,Male,2011-11-21,8413
EMP01952,41.5,125978.93,0.45,83.09,8.0,5.0,Finance,South,Active,Master,Senior,Female,2014-10-05,7384
EMP01389,47.5,67979.17,1.94,77.73,4.0,1.0,Engineering,South,Active,Master,Lead,Female,2018-06-12,6202
EMP01923,39.3,584243.0148549697,3.15,77.99,3.0,3.0,Marketing,South,Pending,High School,Junior,Female,2013-09-24,1650
EMP01423,35.5,42268.56,0.44,89.97,10.0,3.0,,West,Active,Master,Junior,Female,2017-05-20,6967
EMP01388,56.8,98708.83,0.8,81.5,4.0,3.0,Engineering,North,On Leave,Master,Junior,Male,2021-03-05,1350
EMP01554,40.5,57178.21,7.25,71.24,6.0,5.0,Finance,South,Active,Master,Mid,Female,2018-08-21,5362
EMP01391,29.0,50589.88,,92.96,7.0,3.0,engineering,West,Active,Master,,Male,2008-11-26,8894
EMP01464,40.1,89978.32,1.91,95.24,7.0,3.0,Marketing,South,Active,Master,Manager,Female,2017-02-22,9061
EMP01353,46.6,25024.2,0.25,58.61,6.0,4.0,Operations,Central,Inactive,Master,Senior,Male,2006-10-23,9747
EMP01194,,44324.0,1.33,36.6,8.0,4.0,Marketing,South,On Leave,Master,Junior,Female,2006-06-24,1835
EMP01236,44.3,57102.86,5.01,71.34,5.0,3.0,HR,South,Active,Bachelor,Junior,Female,2011-08-15,1497
EMP01474,51.7,68944.9,5.27,82.17,5.0,2.0,Finance,South,Active,High School,Junior,Male,2007-08-06,1594
EMP01860,44.3,62050.28,5.88,87.77,7.0,4.0,Finance,West,Active,Bachelor,Manager,Female,2005-10-04,7908
